id,carat,cut,color,clarity,depth,table,price,x,y,z
53939,0.86,Premium,H,SI2,61.0,58.0,2757,6.15,6.12,3.74
30614,0.3,Very Good,D,SI2,61.8,58.0,447,4.29,4.32,2.66
51833,0.58,Ideal,D,VVS2,63.0,56.0,2421,5.35,5.28,3.35
35179,0.31,Ideal,G,IF,61.8,54.0,891,4.36,4.38,2.7
29894,0.3,Ideal,D,VS2,62.0,55.0,710,4.31,4.34,2.68
86,0.24,Premium,G,VVS1,62.3,59.0,554,3.95,3.92,2.45
21600,1.52,Premium,H,SI1,61.0,58.0,9700,7.44,7.39,4.52
39768,0.36,Ideal,E,VS1,61.6,57.0,1094,4.58,4.54,2.81
13776,1.7,Fair,D,I1,64.7,56.0,5617,7.46,7.37,4.8
44106,0.55,Premium,G,VS2,59.6,59.0,1556,5.36,5.32,3.18
5062,0.34,Premium,F,SI2,60.0,58.0,574,4.58,4.55,2.74
40657,0.5,Very Good,E,SI2,61.7,58.0,1154,5.06,5.12,3.14
3431,0.78,Very Good,E,SI1,59.8,57.0,3385,5.98,6.02,3.59
13612,1.09,Very Good,F,SI1,62.3,57.0,5570,6.55,6.61,4.1
21088,1.05,Ideal,F,VVS2,62.1,54.0,9257,6.55,6.52,4.06
31337,0.44,Premium,H,SI2,58.4,60.0,759,5.05,4.99,2.93
2258,0.75,Ideal,D,SI1,62.0,58.0,3152,5.81,5.84,3.61
20867,1.31,Ideal,G,VS2,61.9,56.0,9085,7.08,7.05,4.37
21746,1.0,Very Good,E,VVS2,59.1,58.0,9815,6.5,6.57,3.86
15466,1.0,Good,F,VS2,62.4,60.0,6192,6.27,6.29,3.92
21070,1.03,Ideal,F,VVS2,62.0,56.0,9245,6.45,6.48,4.01
47228,0.6,Ideal,D,SI1,62.3,57.0,1840,5.42,5.37,3.36
20173,1.06,Ideal,G,VVS2,60.1,57.0,8626,6.61,6.66,3.99
37439,0.33,Ideal,G,IF,62.1,56.0,984,4.41,4.44,2.75
47367,0.78,Premium,H,SI2,61.1,59.0,1846,5.91,5.88,3.6
9779,1.0,Ideal,I,VS1,63.1,57.0,4664,6.32,6.39,4.01
21519,1.5,Ideal,I,VS1,62.0,53.0,9618,7.4,7.35,4.57
24994,1.5,Premium,F,VS2,62.0,53.0,13506,7.37,7.33,4.56
14291,1.33,Very Good,J,VS2,62.7,59.0,5785,6.97,7.01,4.38
9816,1.09,Ideal,G,SI2,61.2,57.0,4670,6.68,6.63,4.07
35028,0.4,Good,E,SI1,63.7,56.0,882,4.69,4.66,2.98
38156,0.32,Ideal,D,VVS2,62.2,56.0,1014,4.41,4.37,2.73
48391,0.5,Ideal,G,VVS1,62.7,57.0,1966,5.07,5.1,3.19
26933,3.0,Premium,I,SI2,60.7,59.0,16970,9.3,9.14,5.6
12261,1.07,Ideal,I,VS1,62.0,57.0,5207,6.5,6.56,4.05
20253,1.46,Premium,D,SI2,62.0,55.0,8683,7.32,7.23,4.51
30638,0.3,Ideal,E,VS1,60.6,56.0,735,4.35,4.36,2.64
8046,0.25,Ideal,G,VVS1,61.7,56.0,582,4.05,4.07,2.51
6475,0.88,Ideal,F,SI1,62.3,53.0,4054,6.12,6.15,3.82
27994,0.3,Ideal,E,VS2,62.2,56.0,658,4.28,4.3,2.67
29022,0.31,Ideal,G,VVS2,62.1,54.0,687,4.38,4.41,2.73
48239,0.53,Premium,E,VS1,58.5,61.0,1950,5.39,5.28,3.12
47803,0.99,Fair,J,I1,62.9,58.0,1901,6.33,6.1,3.91
26525,2.02,Very Good,I,VS2,63.2,53.0,16179,8.09,8.18,5.14
13352,0.27,Very Good,D,VS2,63.0,57.0,419,4.06,4.1,2.57
43284,0.3,Premium,F,SI2,61.7,62.0,506,4.27,4.25,2.63
10387,0.38,Ideal,I,SI1,61.8,54.0,593,4.66,4.7,2.89
29023,0.31,Ideal,G,VVS2,62.4,54.0,687,4.37,4.38,2.73
3223,0.77,Very Good,D,VS2,63.0,58.0,3351,5.81,5.85,3.67
36121,0.36,Ideal,E,VVS2,61.8,54.0,928,4.6,4.62,2.85
22606,1.79,Ideal,J,VS2,61.8,56.0,10658,7.74,7.85,4.82
45659,0.25,Very Good,F,IF,63.3,59.0,526,3.99,4.04,2.54
36502,0.33,Very Good,E,VVS1,61.8,54.0,945,4.47,4.49,2.77
50307,0.31,Ideal,H,VS1,62.0,54.0,544,4.35,4.39,2.71
26225,2.12,Ideal,I,SI2,61.0,57.0,15647,8.28,8.31,5.06
15106,1.22,Very Good,H,SI1,61.2,60.0,6071,6.83,6.9,4.2
34270,0.32,Ideal,I,VS2,61.5,54.0,466,4.43,4.45,2.73
15005,1.03,Ideal,F,SI1,61.3,57.0,6044,6.47,6.53,3.98
11556,0.91,Very Good,D,SI1,62.8,58.0,5033,6.16,6.19,3.88
30882,0.33,Ideal,E,SI1,62.0,54.0,743,4.43,4.41,2.74
32686,0.31,Premium,G,VS1,63.0,57.0,802,4.32,4.28,2.71
39968,0.4,Ideal,E,VVS2,61.4,59.0,1106,4.71,4.74,2.9
42325,0.41,Ideal,F,VVS1,61.9,56.0,1295,4.77,4.79,2.96
27270,2.11,Ideal,I,VS2,62.2,55.0,17712,8.2,8.26,5.12
5013,1.1,Premium,F,I1,59.8,61.0,3745,6.7,6.65,3.99
45,0.32,Good,H,SI2,63.1,56.0,403,4.34,4.37,2.75
486,0.73,Premium,D,SI1,61.7,55.0,2821,5.84,5.82,3.6
15442,1.0,Good,F,VS2,63.2,59.0,6183,6.3,6.35,4.0
48348,0.7,Ideal,I,SI2,61.3,57.0,1961,5.7,5.73,3.5
31727,0.33,Very Good,F,VS1,59.1,60.0,772,4.48,4.52,2.66
4846,0.79,Ideal,I,VS2,60.9,56.0,3710,5.97,5.99,3.64
32422,0.41,Ideal,D,SI1,60.8,57.0,791,4.8,4.84,2.93
27741,1.71,Premium,F,VS2,62.3,59.0,18791,7.57,7.53,4.7
41242,0.46,Premium,E,VS2,60.2,60.0,1208,5.01,4.96,3.0
47637,0.51,Premium,D,VS2,60.5,60.0,1882,5.19,5.16,3.13
41211,0.51,Premium,E,SI2,60.3,56.0,1205,5.22,5.19,3.14
16960,1.12,Premium,G,VS2,60.7,53.0,6774,6.81,6.7,4.1
40721,0.38,Ideal,F,VVS1,60.9,57.0,1160,4.73,4.69,2.87
45778,0.52,Ideal,E,VS2,61.7,56.0,1708,5.13,5.18,3.18
18149,1.01,Premium,F,VS1,59.4,60.0,7353,6.5,6.46,3.85
16122,1.36,Ideal,D,SI2,61.2,57.0,6443,7.15,7.19,4.39
34417,0.3,Ideal,G,IF,62.0,54.0,863,4.33,4.35,2.69
14929,1.34,Ideal,J,VS1,62.0,57.0,6010,7.12,7.04,4.39
44915,0.53,Premium,D,SI1,61.0,58.0,1631,5.18,5.22,3.17
21866,1.01,Very Good,E,VVS2,61.7,60.0,9930,6.32,6.35,3.91
7929,0.93,Ideal,H,SI1,61.7,55.0,4317,6.26,6.29,3.87
30801,0.3,Ideal,D,VS1,61.2,59.0,742,4.29,4.31,2.63
27421,2.32,Fair,H,SI1,62.0,62.0,18026,8.47,8.31,5.2
45702,0.6,Ideal,D,SI1,61.4,55.0,1698,5.43,5.45,3.34
2523,1.04,Very Good,H,I1,61.6,61.0,3203,6.45,6.47,3.98
212,0.77,Premium,G,VS2,61.2,58.0,2780,5.9,5.93,3.62
39767,0.36,Ideal,E,VS1,62.4,55.0,1094,4.61,4.59,2.87
51101,0.56,Very Good,G,VVS2,62.1,55.6,2336,5.29,5.31,3.29
46992,0.64,Premium,F,SI1,61.2,58.0,1816,5.6,5.54,3.41
11273,1.01,Fair,E,VS2,64.8,59.0,4972,6.34,6.26,4.08
3373,0.3,Ideal,H,SI1,62.0,58.0,407,4.25,4.33,2.66
53272,0.7,Ideal,H,VS1,62.0,59.0,2648,5.68,5.71,3.53
16060,1.01,Ideal,F,VS2,61.0,57.0,6416,6.38,6.5,3.93
2398,0.32,Very Good,G,VS2,62.0,59.0,561,4.37,4.41,2.72
53151,0.7,Ideal,I,SI1,61.6,56.0,2623,5.69,5.71,3.51
51420,0.53,Ideal,G,IF,62.1,57.0,2372,5.16,5.21,3.22
26893,2.0,Very Good,H,SI1,63.3,59.0,16872,8.02,8.0,5.07
340,0.78,Premium,G,VS2,60.8,58.0,2803,6.03,5.95,3.64
14655,1.5,Premium,G,I1,60.3,61.0,5914,7.39,7.34,4.44
31660,0.37,Ideal,I,VVS1,60.6,57.0,768,4.63,4.66,2.81
14884,1.04,Ideal,H,VS2,61.8,55.0,5994,6.51,6.52,4.03
39158,0.35,Ideal,E,VS1,61.9,56.0,1063,4.53,4.51,2.8
229,0.75,Premium,F,SI1,61.4,59.0,2782,5.88,5.85,3.6
4961,0.9,Good,I,IF,63.7,64.0,3734,6.02,6.07,3.85
27287,2.01,Very Good,H,SI1,62.8,59.0,17759,7.99,8.04,5.03
24054,0.31,Ideal,I,IF,61.7,55.0,635,4.36,4.39,2.7
33603,0.31,Very Good,G,SI1,61.7,55.0,462,4.37,4.38,2.7
29027,0.31,Ideal,H,VVS1,61.6,55.0,687,4.37,4.4,2.7
9347,1.02,Premium,D,SI2,59.3,60.0,4583,6.56,6.52,3.88
38070,0.3,Ideal,F,IF,61.1,57.0,1013,4.39,4.35,2.67
37127,0.52,Ideal,D,I1,61.1,57.0,971,5.18,5.2,3.17
43765,0.41,Ideal,F,IF,61.4,56.0,1439,4.81,4.83,2.96
23879,1.82,Very Good,G,SI2,61.3,58.0,11971,7.83,7.94,4.83
31889,0.3,Ideal,G,VS1,62.0,54.0,776,4.35,4.3,2.68
46399,0.51,Ideal,F,VS1,60.2,56.0,1765,5.22,5.24,3.15
38890,0.4,Ideal,G,VS1,62.3,57.0,1050,4.73,4.68,2.93
35240,0.38,Ideal,H,VVS1,62.3,53.3,894,4.63,4.66,2.9
47643,0.23,Very Good,D,VVS1,62.4,58.0,530,3.91,3.97,2.46
6059,0.32,Ideal,I,VS2,62.9,57.0,576,4.4,4.37,2.76
41744,0.51,Very Good,F,SI1,63.4,58.0,1244,5.06,5.1,3.22
4364,0.9,Good,F,SI1,63.9,58.0,3604,6.12,6.08,3.9
47334,0.23,Very Good,E,VVS1,62.9,59.0,530,3.93,3.95,2.48
17131,0.8,Very Good,D,IF,63.3,57.0,6834,5.85,5.87,3.71
2715,0.33,Ideal,H,SI1,61.7,55.0,564,4.43,4.46,2.74
42228,0.39,Premium,D,VVS2,63.0,57.0,1290,4.69,4.65,2.94
37966,0.41,Ideal,F,VS1,60.8,57.0,1007,4.77,4.8,2.91
48865,0.7,Very Good,H,SI2,62.8,59.0,2034,5.62,5.65,3.54
22354,0.31,Premium,H,VS2,60.0,60.0,628,4.43,4.4,2.65
36969,0.41,Premium,G,VS1,62.6,58.0,961,4.75,4.7,2.96
53142,0.7,Ideal,F,VS2,62.3,55.0,2622,5.71,5.65,3.54
34769,0.41,Premium,E,SI2,62.9,58.0,876,4.75,4.72,2.98
51665,0.7,Very Good,I,VS1,62.4,56.0,2398,5.65,5.69,3.54
24020,1.54,Ideal,F,SI1,61.9,56.0,12195,7.44,7.38,4.59
223,0.7,Premium,E,VS1,62.9,60.0,2782,5.62,5.54,3.51
40935,0.24,Good,E,VVS1,63.8,56.0,499,3.95,3.98,2.53
26328,2.01,Good,G,SI2,63.6,59.0,15832,7.95,8.0,5.07
10122,1.01,Very Good,G,SI1,60.0,58.0,4719,6.51,6.55,3.92
22508,1.15,Ideal,D,VS2,61.0,57.0,10546,6.76,6.78,4.13
22558,1.03,Ideal,D,VS1,61.7,57.0,10607,6.45,6.48,3.99
21836,1.16,Ideal,G,IF,62.3,55.0,9901,6.73,6.79,4.21
21254,1.24,Good,G,VS1,60.2,63.0,9405,6.96,6.99,4.2
11548,1.0,Very Good,F,SI1,63.8,56.0,5030,6.25,6.29,4.0
32847,0.4,Very Good,G,VS2,62.9,56.0,807,4.69,4.72,2.96
22024,0.34,Ideal,G,VS2,61.0,55.0,628,4.56,4.58,2.79
13422,1.0,Very Good,G,SI1,62.3,62.0,5511,6.34,6.38,3.96
42429,0.41,Very Good,F,IF,61.6,58.0,1313,4.75,4.79,2.94
45527,0.5,Ideal,H,VVS1,61.4,57.0,1684,5.08,5.11,3.12
33994,0.42,Ideal,G,VS2,61.7,57.0,847,4.8,4.83,2.97
45579,0.52,Ideal,G,VS1,61.1,55.0,1689,5.15,5.19,3.16
44339,0.24,Very Good,D,VVS2,59.5,62.0,521,4.04,4.06,2.41
11590,1.21,Fair,H,VS2,64.5,56.0,5041,6.7,6.66,4.31
30805,0.4,Good,D,VS1,64.0,55.0,742,4.67,4.7,3.0
18560,1.3,Very Good,F,SI1,61.5,58.0,7567,6.99,7.06,4.32
30085,0.32,Ideal,H,VS1,60.2,56.0,720,4.49,4.44,2.69
16553,1.01,Very Good,G,VS1,59.1,58.0,6613,6.56,6.63,3.9
39656,0.42,Premium,H,VS1,61.6,58.0,1087,4.82,4.79,2.96
8810,1.08,Ideal,I,SI1,61.4,57.0,4476,6.67,6.62,4.08
27825,0.34,Premium,D,SI2,60.6,60.0,650,4.53,4.48,2.73
15280,1.5,Premium,I,SI2,62.9,57.0,6132,7.28,7.26,4.57
51397,0.73,Very Good,I,VS2,62.2,57.0,2369,5.75,5.76,3.58
19656,1.01,Premium,D,VS1,62.4,58.0,8265,6.38,6.41,3.99
26177,1.51,Very Good,D,VS1,62.8,57.0,15513,7.23,7.29,4.56
15457,1.0,Good,D,VS2,60.8,61.0,6189,6.33,6.4,3.87
22902,1.5,Premium,F,SI1,61.9,60.0,10940,7.26,7.21,4.48
5815,1.02,Ideal,I,SI2,62.7,57.0,3913,6.43,6.4,4.02
2362,0.7,Premium,E,VS1,62.9,61.0,3175,5.65,5.57,3.53
20908,1.79,Good,G,SI2,57.8,59.0,9122,8.07,7.94,4.63
2898,0.92,Fair,F,SI2,65.1,58.0,3282,6.12,6.07,3.97
12917,1.2,Ideal,I,SI1,62.6,58.0,5376,6.74,6.71,4.21
3416,0.36,Premium,I,VS1,62.0,59.0,568,4.53,4.6,2.83
19938,1.2,Ideal,F,VS2,62.3,55.0,8486,6.83,6.79,4.24
21386,0.42,Very Good,I,SI1,61.2,60.0,626,4.78,4.82,2.94
19530,1.01,Premium,G,VVS2,61.2,58.0,8163,6.49,6.45,3.96
32311,0.36,Very Good,E,VS2,62.8,56.0,789,4.51,4.54,2.84
46713,0.59,Ideal,D,SI1,61.3,59.0,1793,5.36,5.4,3.3
46150,0.5,Premium,G,VS1,60.9,58.0,1746,5.23,5.09,3.14
1766,0.75,Very Good,D,SI1,59.7,62.0,3046,5.89,5.94,3.53
36906,0.32,Ideal,E,VS2,60.2,57.0,960,4.51,4.46,2.7
6737,0.3,Very Good,E,VS1,61.5,57.0,578,4.28,4.31,2.64
20433,1.12,Very Good,E,VS1,60.8,58.0,8788,6.69,6.73,4.08
44963,0.53,Very Good,F,VS2,63.4,56.0,1636,5.16,5.13,3.26
34658,0.31,Ideal,E,VS2,61.6,56.0,872,4.38,4.32,2.68
25945,1.51,Very Good,G,VVS2,62.6,59.0,15110,7.26,7.3,4.56
24061,1.5,Ideal,D,SI1,60.3,57.0,12206,7.37,7.4,4.45
40929,0.3,Ideal,E,SI1,61.6,54.0,499,4.32,4.35,2.67
51975,0.26,Very Good,E,VVS2,64.3,57.0,547,3.99,4.03,2.58
20956,1.71,Very Good,J,VS2,62.6,55.0,9170,7.58,7.65,4.77
31108,0.4,Premium,G,VS2,60.4,58.0,753,4.75,4.78,2.88
41008,0.41,Very Good,E,VVS1,61.2,62.0,1184,4.76,4.78,2.92
6199,1.01,Very Good,I,SI2,63.7,57.0,3998,6.32,6.36,4.04
23075,1.52,Premium,H,VS2,59.4,59.0,11105,7.45,7.49,4.44
41323,0.65,Ideal,J,SI1,62.1,54.0,1214,5.56,5.59,3.46
40726,0.52,Very Good,H,SI1,62.6,59.0,1161,5.06,5.13,3.19
33730,0.37,Ideal,F,VVS2,60.0,59.0,839,4.64,4.66,2.79
22559,1.58,Very Good,H,VS2,61.4,60.0,10608,7.49,7.44,4.58
52568,0.7,Premium,I,VVS1,59.1,60.0,2536,5.8,5.77,3.42
15252,1.35,Ideal,J,SI1,61.9,56.0,6124,7.1,7.08,4.39
42560,0.42,Ideal,D,VVS2,62.5,57.0,1326,4.77,4.8,2.99
26263,2.01,Good,I,VS2,59.9,65.0,15729,8.19,8.14,4.89
47813,0.71,Good,G,SI2,58.2,64.0,1902,5.82,5.77,3.37
15630,1.01,Premium,F,VS2,62.7,58.0,6271,6.37,6.3,3.97
4288,0.7,Ideal,E,VVS2,62.4,54.0,3585,5.66,5.71,3.55
41740,0.41,Ideal,E,VVS2,61.4,57.0,1243,4.79,4.76,2.93
5113,0.72,Ideal,F,VS1,61.5,56.0,3759,5.74,5.77,3.53
14768,1.02,Good,G,VS2,63.7,57.0,5943,6.24,6.31,4.0
4434,0.73,Ideal,D,SI1,61.3,57.0,3615,5.81,5.83,3.57
1712,0.32,Premium,G,VS2,60.5,58.0,561,4.41,4.42,2.67
14420,1.2,Premium,H,SI1,59.3,60.0,5822,7.0,6.92,4.13
13078,1.06,Very Good,H,VS2,60.7,59.0,5415,6.56,6.63,4.0
14155,1.01,Very Good,F,SI1,60.6,60.0,5743,6.37,6.43,3.88
8838,1.02,Premium,E,SI2,60.5,58.0,4478,6.58,6.54,3.97
38073,0.3,Ideal,E,VVS2,60.2,57.0,1013,4.4,4.37,2.64
45028,0.54,Premium,G,VS2,62.7,58.0,1637,5.19,5.15,3.24
6368,0.32,Premium,H,SI1,61.3,60.0,576,4.42,4.36,2.69
35895,0.32,Ideal,G,IF,60.9,57.0,918,4.41,4.46,2.7
26052,1.51,Premium,F,VS2,59.1,60.0,15253,7.52,7.45,4.42
26707,0.32,Very Good,H,VVS2,60.2,60.0,645,4.45,4.48,2.69
46033,0.57,Premium,G,VS2,62.8,57.0,1728,5.28,5.23,3.3
44514,0.52,Premium,D,SI1,61.4,58.0,1600,5.16,5.19,3.18
1959,1.01,Good,J,SI2,63.7,60.0,3088,6.4,6.29,4.05
32894,0.36,Ideal,E,SI1,62.4,55.0,810,4.58,4.55,2.85
48091,1.0,Premium,H,I1,60.4,61.0,1932,6.39,6.32,3.84
6168,1.0,Premium,H,SI1,61.8,60.0,3991,6.37,6.31,3.92
51801,0.7,Premium,H,VS2,60.7,59.0,2415,5.68,5.66,3.44
22040,0.31,Premium,I,VS1,60.8,59.0,628,4.41,4.37,2.67
23735,2.01,Very Good,H,SI2,63.4,60.0,11780,7.97,7.89,5.03
39376,0.5,Ideal,G,SI2,62.1,55.0,1074,5.12,5.15,3.19
53860,0.71,Premium,E,SI1,62.2,58.0,2743,5.74,5.67,3.55
41727,0.41,Ideal,E,VVS2,60.0,57.0,1243,4.85,4.81,2.9
5176,1.04,Premium,I,SI2,62.0,57.0,3774,6.53,6.47,4.03
53289,0.3,Very Good,D,SI1,61.0,60.0,552,4.3,4.35,2.64
1632,0.7,Premium,E,VS1,61.8,58.0,3016,5.71,5.75,3.54
53505,0.71,Fair,G,VS1,65.5,55.0,2686,5.62,5.53,3.65
37298,0.38,Ideal,F,VS1,62.5,56.0,978,4.6,4.62,2.88
21157,1.76,Fair,J,VS1,56.9,66.0,9314,8.09,7.94,4.56
20286,1.27,Premium,G,VS2,61.0,60.0,8705,6.97,6.93,4.24
45022,0.54,Premium,H,VS1,60.8,61.0,1637,5.29,5.23,3.2
44879,0.5,Premium,G,VS1,58.9,59.0,1629,5.21,5.15,3.05
244,0.77,Good,F,SI1,64.2,52.0,2789,5.81,5.77,3.72
13931,1.0,Good,G,VS2,59.9,57.0,5667,6.45,6.51,3.88
11603,1.04,Good,F,SI1,63.4,59.0,5045,6.4,6.44,4.07
7215,1.01,Premium,H,SI1,61.9,59.0,4191,6.35,6.32,3.92
39031,0.36,Ideal,G,VVS1,60.9,55.0,1056,4.64,4.68,2.84
48944,0.8,Premium,J,VS2,62.7,61.0,2045,5.89,5.84,3.68
25499,1.52,Premium,G,VS1,61.2,60.0,14293,7.37,7.4,4.52
51014,0.74,Good,H,VS2,63.0,57.0,2327,5.72,5.77,3.62
47832,0.57,Very Good,D,SI1,59.8,60.0,1906,5.4,5.34,3.21
37902,0.41,Ideal,F,VS1,61.8,56.0,1007,4.75,4.79,2.95
45771,0.52,Ideal,D,VS1,60.9,56.0,1707,5.17,5.21,3.16
4053,0.35,Ideal,H,VS2,61.7,56.0,571,4.55,4.59,2.82
17101,1.0,Very Good,G,VVS2,64.9,57.0,6818,6.21,6.28,4.05
33514,0.32,Premium,D,VS2,58.8,59.0,829,4.52,4.49,2.65
6471,0.9,Very Good,F,SI1,63.3,57.0,4054,6.1,6.16,3.88
35892,0.32,Ideal,G,IF,61.3,56.0,918,4.4,4.44,2.71
7678,0.74,Good,D,VVS1,59.2,62.6,4274,5.85,5.87,3.47
53138,0.72,Good,D,SI2,59.7,61.0,2620,5.78,5.84,3.47
40422,0.5,Fair,H,VS1,66.6,58.0,1134,4.95,4.84,3.26
45747,0.5,Good,D,VS1,64.2,55.0,1701,5.01,5.08,3.24
46690,0.52,Ideal,H,VS1,61.7,55.0,1790,5.21,5.17,3.2
48787,0.53,Ideal,D,SI1,61.5,55.0,2021,5.19,5.22,3.2
7353,0.93,Very Good,D,SI2,60.6,59.0,4214,6.3,6.34,3.83
30424,0.32,Premium,H,VVS1,61.4,58.0,730,4.38,4.41,2.7
16787,1.5,Good,J,SI1,59.1,64.0,6687,7.32,7.43,4.36
14906,1.01,Premium,G,VS2,62.4,58.0,5999,6.38,6.41,3.99
14442,1.37,Ideal,J,VS2,63.0,57.0,5831,7.11,7.05,4.46
30697,0.42,Premium,G,SI1,61.7,58.0,737,4.76,4.8,2.95
1751,0.71,Ideal,F,VS1,61.7,55.0,3041,5.73,5.77,3.55
7369,0.9,Fair,E,SI1,59.2,60.0,4220,6.17,6.22,3.67
17500,1.51,Premium,J,SI1,62.3,58.0,7034,7.3,7.33,4.56
25317,1.51,Ideal,G,VS1,62.1,55.0,13995,7.38,7.33,4.57
49582,0.55,Ideal,H,IF,61.7,55.0,2133,5.27,5.29,3.26
49145,0.5,Very Good,D,VS1,62.1,58.0,2068,5.07,5.1,3.16
35332,0.32,Ideal,F,VVS1,62.0,55.0,898,4.41,4.43,2.74
29094,0.36,Premium,D,SI2,60.9,58.0,689,4.63,4.6,2.81
27706,0.36,Ideal,I,VS2,61.8,55.0,648,4.61,4.58,2.84
50068,0.7,Ideal,H,SI2,61.6,56.0,2202,5.69,5.71,3.51
22516,1.51,Ideal,G,VS2,62.8,57.0,10553,7.33,7.26,4.58
21577,1.6,Ideal,J,VS2,62.1,56.0,9681,7.47,7.51,4.65
45017,0.54,Premium,H,VS1,61.9,56.0,1637,5.29,5.24,3.26
26054,2.01,Good,E,SI2,63.1,58.0,15255,7.89,8.01,5.02
39004,0.42,Ideal,G,VS1,61.0,56.0,1055,4.86,4.82,2.95
39106,0.41,Very Good,H,VS1,63.5,56.0,1061,4.7,4.69,2.98
14665,1.01,Very Good,G,VS2,59.1,58.0,5919,6.56,6.63,3.9
1290,0.72,Ideal,G,VS2,61.4,55.0,2952,5.76,5.8,3.55
11742,1.25,Premium,J,SI1,62.0,58.0,5073,6.88,6.9,4.27
1329,0.7,Ideal,D,VS2,61.3,57.0,2960,5.72,5.76,3.52
5045,0.4,Ideal,G,SI2,62.1,53.0,573,4.75,4.78,2.96
44568,0.52,Very Good,H,VVS2,61.7,63.0,1605,5.26,5.16,3.22
33547,0.35,Ideal,D,VS2,62.4,55.0,829,4.48,4.52,2.81
40206,0.53,Very Good,J,VS2,63.3,56.0,1122,5.18,5.12,3.26
2573,0.82,Premium,E,SI1,61.2,61.0,3211,5.98,5.95,3.65
32223,0.31,Ideal,G,VVS1,62.0,56.0,789,4.38,4.4,2.72
22620,1.5,Good,G,VS2,63.7,57.0,10669,7.29,7.25,4.63
41262,0.36,Very Good,D,SI2,63.0,59.0,501,4.49,4.52,2.84
24926,1.5,Very Good,D,VS2,63.0,59.0,13372,7.24,7.3,4.58
12786,1.01,Good,H,VS2,64.4,58.0,5331,6.18,6.24,4.0
47731,0.7,Very Good,H,SI2,63.8,55.0,1890,5.57,5.59,3.56
4240,0.93,Very Good,J,VS2,62.8,56.0,3576,6.14,6.22,3.88
22264,1.54,Premium,E,SI1,62.7,58.0,10314,7.37,7.3,4.6
3790,0.73,Ideal,F,VVS2,61.7,54.0,3463,5.82,5.76,3.57
3225,0.63,Ideal,F,VVS2,61.2,56.0,3351,5.53,5.55,3.39
37129,0.37,Premium,D,VVS2,60.7,59.0,971,4.63,4.66,2.82
51475,0.73,Ideal,G,SI1,61.7,60.0,2377,5.77,5.8,3.57
34917,0.34,Ideal,F,VS2,62.1,55.0,880,4.51,4.47,2.79
10045,0.31,Premium,I,SI1,59.6,58.0,418,4.39,4.44,2.63
19155,1.51,Very Good,D,SI2,63.2,59.0,7915,7.25,7.18,4.56
16517,1.0,Premium,E,VS2,60.0,60.0,6600,6.43,6.43,3.89
24555,1.78,Ideal,H,SI1,62.1,57.0,12843,7.77,7.73,4.81
21350,1.56,Very Good,I,SI1,61.3,57.0,9494,7.48,7.54,4.6
8037,0.9,Good,D,VS2,62.6,65.0,4334,6.1,6.04,3.8
28595,0.3,Premium,G,VS2,60.6,61.0,675,4.32,4.29,2.61
11545,1.22,Very Good,J,SI1,62.2,59.0,5029,6.77,6.8,4.22
49068,0.74,Good,J,SI1,59.9,64.0,2058,5.82,5.86,3.5
42953,0.3,Premium,J,VS1,62.6,58.0,506,4.32,4.27,2.69
21829,1.52,Good,H,SI1,63.6,57.0,9898,7.25,7.3,4.63
50099,0.71,Very Good,H,SI1,63.5,57.0,2207,5.67,5.64,3.59
9927,1.01,Good,E,SI1,63.3,57.0,4692,6.33,6.37,4.02
877,0.77,Very Good,E,SI1,63.2,58.0,2873,5.8,5.84,3.68
28819,0.31,Ideal,D,VS1,61.8,55.0,683,4.34,4.36,2.69
12949,1.23,Good,J,VS2,63.6,57.0,5386,6.79,6.74,4.3
26897,2.01,Premium,F,SI2,60.3,60.0,16881,8.11,8.08,4.88
2185,1.0,Premium,G,SI2,62.5,59.0,3136,6.41,6.33,3.98
48730,0.52,Ideal,G,VVS2,61.9,55.0,2012,5.16,5.14,3.19
40007,0.41,Ideal,F,VS2,62.7,57.0,1107,4.78,4.73,2.98
49083,0.7,Ideal,E,SI2,62.0,56.0,2061,5.71,5.74,3.55
57,0.3,Premium,J,SI2,59.3,61.0,405,4.43,4.38,2.61
46638,0.3,Good,E,SI1,63.7,58.0,526,4.24,4.27,2.71
16856,1.28,Very Good,I,VS1,62.8,57.0,6726,6.9,6.95,4.35
40523,0.51,Ideal,F,SI2,61.3,57.0,1146,5.16,5.19,3.17
11166,1.07,Premium,D,SI2,62.4,61.0,4949,6.51,6.48,4.05
39853,0.38,Ideal,E,VVS2,61.9,57.0,1100,4.63,4.65,2.87
10998,0.9,Premium,E,VS1,62.3,56.0,4914,6.19,6.1,3.83
19804,1.52,Premium,D,SI2,58.6,62.0,8366,7.56,7.45,4.41
27560,2.22,Ideal,I,VS2,61.3,56.0,18363,8.36,8.45,5.15
16399,1.51,Very Good,J,SI2,61.9,59.0,6546,7.26,7.31,4.51
15921,1.01,Fair,D,VS2,65.3,58.0,6366,6.29,6.24,4.09
45964,0.24,Ideal,D,VVS2,61.0,57.0,526,4.03,4.07,2.47
30509,0.31,Ideal,D,SI1,63.0,54.0,732,4.35,4.32,2.73
45755,0.61,Premium,E,VS2,61.2,62.0,1704,5.48,5.44,3.34
53144,0.8,Ideal,F,SI2,62.7,55.0,2622,5.94,5.9,3.71
10777,1.08,Very Good,E,SI2,63.4,56.0,4857,6.55,6.5,4.14
